id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
6810,268.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.561962455,0.478135139,39.98873363,7219.76039
6811,49.0,25.0,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.350992769,0.383377956,29.07835591,3511.5379
6812,548.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.386011221,0.395435754,31.90931611,4051.55129
6813,548.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.429092481,0.392787396,31.10161493,5042.64034
6814,614.0,25.0,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.635315515,0.529501569,43.33471751,8621.81568
6815,193.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.521523421,0.453028369,36.36293728,6135.69998
6816,264.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.58492102,0.488615886,40.86547798,7163.9441
6817,459.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.451083154,0.418732102,33.32452765,5305.74363
6818,155.0,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.390063566,0.408088064,30.59699446,4079.91244
6819,481.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.458581988,0.405525072,32.59242207,6150.84205
6820,758.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.511830268,0.476588872,39.50188081,6574.18247
6821,235.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.58704878,0.482118713,40.86547798,6564.9583
6822,630.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.466297848,0.437922725,34.87061011,5199.53404
6823,511.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.474162324,0.438231396,34.78105469,5531.35174
6824,216.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.429000524,0.395435754,31.10161493,4936.10558
6825,419.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.532704207,0.445382693,37.55181473,6746.4546
6826,179.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.542170237,0.453119748,38.86811018,7793.44206
6827,338.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.451291733,0.401506621,33.22890035,5009.96222
6828,263.0,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.579179402,0.484698098,39.22848885,7443.62446
6829,478.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.384633032,0.399172403,30.39027791,3937.91539
6830,221.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.49368953,0.42403139,33.44212024,5911.49359
6831,710.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.544066693,0.442952601,37.62977375,6397.35569
6832,513.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.404446048,0.409260571,31.86729396,4587.38557
6833,434.0,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.402052391,0.40166998,30.15219795,4203.02762
6834,165.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.517723246,0.46618285,39.81661146,7532.82953
6835,379.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.53255682,0.463821541,38.3177098,7219.76039
6836,301.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.523276949,0.452630705,36.3863589,6575.59267
6837,688.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.51425307,0.459420676,36.97636061,6394.07791
6838,315.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.596036127,0.494864674,41.71941614,7517.44077
6839,518.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.483249032,0.424902006,34.43568098,5225.16307
6840,594.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.476202171,0.438669933,34.76957798,5534.80494
6841,584.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.521906846,0.463821541,37.7247238,6628.76363
6842,375.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.587319779,0.495898084,41.78212739,7303.58812
6843,693.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.583697575,0.486632377,39.12609155,7103.50894
6844,137.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.494584864,0.424077282,35.11807556,5729.71505
6845,561.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.455560504,0.466670798,34.30007912,5086.60991
6846,622.0,25.0,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.392583006,0.393418576,30.28237595,4057.55521
6847,688.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.426064568,0.417908804,32.37824094,5225.16307
6848,203.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.546259537,0.468493268,38.3177098,6901.65894
6849,559.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.361519212,0.392787396,29.37060684,3680.56025
6850,502.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.576561833,0.485912698,39.23966787,7357.3589
6851,387.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.565976484,0.471650366,37.72274536,6830.96605
6852,23.0,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.284442614,0.35441498,28.80786754,2452.68075
6853,455.0,12.5,0.25,0.38,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.615611893,0.508336663,42.13008169,8166.59786
6854,571.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.458530485,0.425220363,33.08835541,4945.79443
6855,648.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.476054066,0.412661872,33.23244939,5971.39402
6856,4.0,37.5,0.75,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.536209474,0.447536765,37.60167915,7617.39589
6857,16.0,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.334220017,0.349353787,28.79344014,3519.43131
6858,252.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.5561803,0.474776543,39.09688443,6919.34518
6859,425.0,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.585313688,0.488176027,40.17143065,7667.83619
6860,454.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.518776342,0.446518367,35.88401108,6994.24801
6861,125.0,12.5,0.25,0.25,0.25,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.623063206,0.514790079,43.74980674,7690.1749
6862,541.0,20.0,0.537,0.117,0.409,0.058,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.279535801,0.35441498,32.15868546,2625.26916
6863,564.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.447115975,0.425220363,33.3039002,4936.01177
6864,99.0,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.509933842,0.452143551,36.31114278,6493.25828
6865,278.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.464260194,0.412478904,35.18597077,6024.94599
6866,667.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.524635459,0.466474508,37.7247238,6182.75087
6867,687.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.566719686,0.486889324,40.37019338,7380.6338
6868,331.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.606612254,0.497740882,42.79905453,7895.0208
6869,13.0,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.36099568,0.382602075,29.7671091,3828.16556
6870,524.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.469631675,0.438612787,34.8744954,5126.99318
6871,652.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.528518697,0.436376172,37.33160636,6521.29112
6872,556.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.570329618,0.488568502,39.33777176,7714.3231
6873,495.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.469150447,0.411220309,33.22890035,5009.96222
6874,201.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.403310637,0.402226397,31.23191007,4112.89349
6875,268.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.564794821,0.464892019,37.29886067,6443.2569
6876,385.0,12.5,0.25,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.511830268,0.460305334,37.52543015,6327.47736
6877,613.0,25.0,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.466109593,0.413631524,32.02764698,5367.61826
6878,775.0,25.0,0.5,0.38,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.564981991,0.478760617,39.28816181,6842.76056
6879,704.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.383786508,0.390310494,30.59741611,3834.5748
6880,33.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.246568004,0.246568004,33.4416065,2508.37567
6881,293.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.549794912,0.450021969,36.31114278,6771.72291
6882,34.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.402226397,0.395435754,31.10924166,4125.75712
6883,652.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.480072982,0.440675594,34.17462527,5495.36535
6884,24.0,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.33163021,0.373012567,27.44242745,2946.92602
6885,147.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.54613583,0.475965002,38.57716666,6958.17479
6886,461.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.494677622,0.438612787,34.70241183,5791.45673
6887,153.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.502979625,0.452143551,36.82658691,6274.93484
6888,581.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.556715923,0.478135139,38.61011529,7417.81497
6889,712.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.575589557,0.488638858,40.92210139,7428.83442
6890,746.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.483872542,0.442626748,35.80706195,5504.75083
6891,421.0,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.596753394,0.492641907,40.86547798,7411.17457
6892,446.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.383786508,0.400102144,30.88504716,4167.45124
6893,155.0,12.5,0.25,0.25,0.38,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.596753394,0.492641907,41.35738644,7761.15796
6894,411.0,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.520587192,0.437265704,34.97653895,7101.75783
6895,57.0,12.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.488047919,0.445339632,35.48354994,5632.45917
6896,11.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.246568004,0.35441498,25.43353016,2508.37567
6897,404.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.630637776,0.510839162,44.10669723,8134.72655
6898,727.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.566319234,0.468904437,39.82088488,5767.17836
6899,238.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.521414646,0.450021969,36.84586824,6235.45278
6900,185.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.527742687,0.413625114,36.82816896,6920.08427
6901,583.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.467569149,0.429710486,33.4416065,5200.57849
6902,710.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.531583632,0.464892019,37.53578671,6638.65649
6903,518.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.566350244,0.470881708,38.6454264,6799.72918
6904,646.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.506987743,0.453028369,36.21076317,6072.83443
6905,540.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.508341786,0.45370258,37.20361319,6315.23321
6906,91.0,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.600086778,0.497916665,41.05919357,8969.40184
6907,711.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.410652063,0.37863215,29.52823594,3834.5748
6908,338.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.50706065,0.429452031,35.59821657,6135.69998
6909,502.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.429580755,0.412450296,33.4416065,4905.49871
6910,309.0,12.5,0.25,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.459356717,0.405795758,32.5102476,5402.48408
6911,351.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.572725923,0.488568502,40.65549833,7122.49056
6912,639.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.582954458,0.492748552,40.65549833,7298.0026
6913,232.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.481472551,0.423927032,34.02922281,5794.89185
6914,561.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.575589557,0.488638858,40.82972076,7713.4796
6915,267.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.601161249,0.504526655,42.59849195,8064.73881
6916,30.0,25.0,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.361519212,0.388821721,29.37060684,3998.05416
6917,237.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.546174929,0.453119748,37.7513957,5777.3754
6918,658.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.502785174,0.450692194,36.28998253,5954.51315
6919,611.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.511413154,0.460322355,37.71251297,6598.85404
6920,170.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.532704207,0.431201835,36.43071573,6922.84679
6921,229.0,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.607679197,0.50146507,42.3054111,8655.67644
6922,375.0,12.5,0.25,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.61854944,0.508336663,43.95536146,8086.38881
6923,696.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.427977027,0.417915449,32.62780351,4310.6254
6924,609.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.496618271,0.446570029,35.92331365,5916.86224
6925,325.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.595948108,0.492641907,41.50248162,7022.18973
6926,513.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.473688611,0.430905502,34.76957798,5767.17836
6927,335.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.595052932,0.496788174,42.53222072,7616.70599
6928,41.0,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.483249032,0.424902006,33.95797729,5360.87391
6929,699.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.424778393,0.430330293,31.44841986,4813.45285
6930,163.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.547743879,0.476836137,38.34178123,6608.90751
6931,615.0,25.0,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.594364445,0.493533938,41.19101338,7575.80124
6932,26.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.262139643,0.377596581,27.44242745,2379.90521
6933,744.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.401490054,0.395435754,30.84228529,3822.98167
6934,334.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.520587192,0.460369104,37.90850822,6443.2569
6935,297.0,12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.576561833,0.474952374,39.44864975,7172.43501
6936,323.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.449875425,0.423927032,33.66987505,5016.74159
6937,478.0,25.0,0.5,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.463097152,0.428118259,34.69390641,5402.48408
6938,334.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.450822025,0.420598245,32.31099546,4745.46028
6939,776.0,20.0,0.0,0.058,0.409,0.117,69.7,42.1,58.2,50.2,24.3,41.2,3.77,0.06,0.404446048,0.390310494,30.13586876,4016.3616
6940,298.0,12.5,0.25,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.586760249,0.492641907,40.54647951,7270.31832
6941,619.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.508991582,0.459420676,36.69768447,5864.12845
6942,748.0,25.0,0.5,0.38,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.564904359,0.481279313,39.33251373,6960.10751
6943,729.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.450822025,0.401275192,32.09005649,5504.75083
6944,657.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.489326401,0.44549439,35.48700839,5439.4215
6945,543.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.464824509,0.422051395,32.88039453,4905.49871
6946,517.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.490965919,0.446570029,35.41408191,5696.02606
6947,744.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.480072982,0.446575791,35.43484314,5729.71505
6948,546.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.447668818,0.429230513,33.60534043,4924.35736
6949,495.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.449875425,0.418867231,33.99420814,4830.95981
6950,3.0,37.5,0.75,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.381314223,0.399556226,30.27497178,4167.45124
6951,229.0,12.5,0.25,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.544644313,0.476308423,39.82088488,6948.2288
6952,333.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.543966758,0.401091418,36.04067528,6920.08427
6953,277.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.501777434,0.448608762,35.80706195,5948.11447
6954,677.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.546174929,0.475965002,38.12143292,6842.76056
6955,573.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.561296524,0.466453575,39.22848885,7267.28344
6956,244.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.603544257,0.503991707,42.79905453,7920.06175
6957,533.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.458581988,0.418219535,32.78937613,5495.36535
6958,554.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.444479717,0.433844688,33.31223192,5296.61109
6959,535.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.455340281,0.436865942,33.60534043,5296.61109
6960,593.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.443419908,0.439565369,33.3406292,5042.64034
6961,476.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.40294843,0.407609786,32.40278346,4696.44394
6962,619.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.354086468,0.388167887,28.13589892,2825.00374
6963,521.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.462752296,0.433195442,34.8789274,5203.87681
6964,609.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.449875425,0.418055839,33.23244939,5296.61109
6965,533.0,25.0,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.417072864,0.395636151,31.60733169,4489.22384
6966,285.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.545094508,0.44252903,37.25124178,6958.17479
6967,254.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.468921469,0.431201835,34.02922281,5643.36045
6968,755.0,25.0,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.566350244,0.466640196,39.36457911,6830.96605
6969,568.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.55195445,0.459383737,38.70734774,7322.60914
6970,306.0,12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.390657895,0.377915162,28.28409524,4203.02762
6971,215.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.583378727,0.497978979,40.55976952,7174.6649
6972,411.0,12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.610321439,0.504877559,41.94865711,7825.87492
6973,83.0,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.496019026,0.445308404,35.16668937,5934.01088
6974,513.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.442693354,0.42726083,33.11609108,4924.35736
6975,163.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.509933842,0.429230513,36.04067528,6202.32702
6976,556.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.458246439,0.405525072,32.68039834,5291.89688
